STEP;FEVE;CHOCOLAT;CHOCOLAT_DE_MARQUE
0;0.0;0.0;27624.0;
1;0.0;0.0;40315.38055596466;
2;0.0;0.0;30397.4559279743;
3;0.0;0.0;50347.22717541463;
4;0.0;0.0;16637.18475934293;
5;0.0;0.0;40059.160894929206;
6;0.0;0.0;43928.57142857143;
7;0.0;0.0;37328.571428571435;
8;0.0;0.0;15667.5908117471;
9;0.0;0.0;41428.57142857143;
10;0.0;0.0;0.0;
